path,method_guess,grup,host_terkait,apk_sumber,terverifikasi,dipakai_runtime,catatan
/api/partner/gomodal/auth,BELUM TERVERIFIKASI,pinjaman,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/partner/gomodal/consent,BELUM TERVERIFIKASI,pinjaman,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/products,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/products/,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Varian trailing-slash
/api/products/orders,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/products/orders/,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Varian trailing-slash
/api/products/orders/payments/,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/products/SOUNDBOX/outlets,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/v1/products/gopay-spiker/price,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/v1/devices/soundbox/adzan-config,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
/api/v1/devices/soundbox/info,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
/api/v1/devices/soundbox/voice,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
/api/v1/subscriptions/soundbox/change-package,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/v1/subscriptions/soundbox/change-package/prices,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/shipping-addresses,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/shipping-addresses/,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Varian trailing-slash
/api/shipping-addresses/validate,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/shippings/supplier,BELUM TERVERIFIKASI,produk,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
/api/roles,BELUM TERVERIFIKASI,lainnya,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,—
/api/v1/roles,BELUM TERVERIFIKASI,lainnya,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
/api/sales-assisted,BELUM TERVERIFIKASI,lainnya,BELUM TERVERIFIKASI,GoPay-only,ya (string statis),BELUM TERVERIFIKASI,Laporan §5.2 tidak mendaftar grup ini; literal dari strings sesi
gofood/merchant/v1/config,BELUM TERVERIFIKASI,gofood-merchant,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,Tanpa slash depan (verbatim S3)
/gofood/merchant/v2/ocr/catalog/predict,BELUM TERVERIFIKASI,gofood-merchant,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,OCR katalog
/v1/edc/createtoken,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,PRIORITAS integrasi (EDC)
/v2/charge,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,PRIORITAS integrasi; bandingkan charge GoPay (GOFOOD-TODO-NET-2)
/v2/point_inquiry,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/balance_inquiry,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,PRIORITAS integrasi
/v2/order/{id}/channel,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/{identifier}/status,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/{identifier}/cancel,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/{identifier}/reversal,BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/{transaction_id}/event/edc/metadata/{event_name},BELUM TERVERIFIKASI,edc-kartu,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/settlement,BELUM TERVERIFIKASI,settlement,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,PRIORITAS integrasi
/v3/auto-payout-settings/search,BELUM TERVERIFIKASI,settlement,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/change_requests,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/change_requests,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/change_requests/search,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/change_requests/validate,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/change_requests/{container_id},BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/status_mapping,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/addresses/update_requests,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/addresses/update_requests/{id},BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/outlet_profiles/update_requests,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/outlet_profiles/update_requests/{facet_id},BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/{facet_path}/config,BELUM TERVERIFIKASI,change-request,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,Mesin workflow onboarding
/use_cases/v1/processes/{namespace}/{flow_name}/init,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id},BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/interactions/0,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/AddBankAccountDetails,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/AddOutletDetails,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/ProductEligibility,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/SelectProduct,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/SubmitKYC,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/SubmitOnboardingData,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/ValidateBankAccountDetails,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/use_cases/v1/processes/{process_id}/steps/{step_name},BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/public/workflow/v1/change-bank-account/account-check/inquiry,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/public/workflow/v1/change-bank-account/precheck/inquiry,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/public/workflow/v1/change-bank-account/store-account/submit,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/public/workflow/v1/change-bank-account/store-account/{id}/commit,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/onboardings/upload_url,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/documents/upload_url,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/individual-entity-gfma/{execution_id},BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/individual-entity-gfma/{execution_id}/product-eligibility,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/individual-entity-gfma/{execution_id}/select-product,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/individual-entity-gfma/{execution_id}/submit-kyc,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/register,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/users/validate_eligibility,BELUM TERVERIFIKASI,workflow,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/chat/profiles/me,BELUM TERVERIFIKASI,chat-device,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/chat/channels/{id},BELUM TERVERIFIKASI,chat-device,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/devices/push_token,BELUM TERVERIFIKASI,chat-device,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,Realtime via FCM (GOFOOD-TODO-NET-3)
/v1/instantfeedback,BELUM TERVERIFIKASI,chat-device,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/instantfeedback/{channel_name},BELUM TERVERIFIKASI,chat-device,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/article/{id},BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/feedback/reasons,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/feedback/submit,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/nanoarticle,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/search,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/api/search/common,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/api/articlegroup,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v2/api/articlegroup/{id},BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v3/api/articlegroup,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/ui/v1/app/{merchantId}/conversion_funnel_page,BELUM TERVERIFIKASI,konten-config,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,—
/v1/payments/search,BELUM TERVERIFIKASI,payments,BELUM TERVERIFIKASI,GoFood-only,ya (string statis),BELUM TERVERIFIKASI,PRIORITAS integrasi; lintas-app? (pertanyaan terbuka #1)
